Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
1591082,66,3,single,rented,no,Police_officer,Nandyal,Andhra_Pradesh,3,11,0
5783146,51,18,single,rented,no,Psychologist,Chittoor[28],Andhra_Pradesh,7,12,0
4854861,77,1,married,rented,no,Designer,Jamalpur[36],Bihar,1,13,0
8593281,22,19,single,rented,no,Chef,Ambala,Haryana,11,11,0
5335142,79,4,single,rented,yes,Consultant,Malegaon,Maharashtra,4,13,0
570402,50,16,single,rented,yes,Technical_writer,Suryapet,Telangana,10,10,0
1789952,27,4,married,rented,no,Police_officer,Buxar[37],Bihar,4,11,0
1451174,69,5,married,rented,no,Financial_Analyst,Patna,Bihar,5,12,0
9639445,45,9,single,rented,no,Technician,Bellary,Karnataka,9,10,0
6489297,53,17,single,rented,no,Technician,Malda,West_Bengal,9,13,0
5618577,52,8,single,owned,no,Aviator,Kolkata,West_Bengal,4,13,0
7653359,57,18,single,rented,no,Petroleum_Engineer,Bellary,Karnataka,14,10,0
6963857,24,11,single,norent_noown,yes,Computer_operator,Howrah,West_Bengal,7,10,0
479199,57,18,single,rented,no,Drafter,Jamalpur[36],Bihar,13,13,0
4942553,33,1,single,rented,no,Librarian,Mahbubnagar,Telangana,1,11,0
2926190,71,0,single,rented,no,Physician,Bally,West_Bengal,0,14,0
8752516,33,2,married,owned,no,Architect,Thanjavur,Tamil_Nadu,2,10,0
9595273,39,2,single,rented,yes,Civil_servant,Hosur,Tamil_Nadu,2,13,0
554641,71,20,single,rented,yes,Technician,Bhopal,Madhya_Pradesh,8,10,0
1259577,66,15,single,rented,no,Economist,Machilipatnam,Andhra_Pradesh,3,10,0
8521702,40,15,single,rented,yes,Software_Developer,Dharmavaram,Andhra_Pradesh,10,10,0
7213058,50,12,single,rented,no,Army_officer,Amravati,Maharashtra,4,12,0
7228553,42,1,single,rented,yes,Dentist,Silchar,Assam,1,13,0
584444,50,15,single,rented,yes,Lawyer,Guna,Madhya_Pradesh,3,12,0
5022817,58,6,single,rented,yes,Technology_specialist,"Khora,_Ghaziabad",Uttar_Pradesh,6,13,0
4239717,21,5,single,rented,no,Scientist,Ghaziabad,Uttar_Pradesh,5,12,0
1756869,76,7,single,rented,no,Computer_hardware_engineer,Maheshtala,West_Bengal,7,12,0
4647997,42,18,married,rented,no,Magistrate,Cuttack,Odisha,5,12,0
2280615,74,1,single,norent_noown,no,Biomedical_Engineer,Visakhapatnam[4],Andhra_Pradesh,1,14,0
8312214,43,12,single,rented,no,Statistician,Sasaram[30],Bihar,12,11,0
4170819,59,18,single,rented,no,Surgeon,Solapur,Maharashtra,11,11,0
3022992,68,5,single,rented,no,Computer_hardware_engineer,Mirzapur,Uttar_Pradesh,5,14,0
1191020,31,15,married,rented,yes,Official,Allahabad,Uttar_Pradesh[5],5,10,0
3054109,23,1,single,rented,yes,Technology_specialist,Panvel,Maharashtra,1,13,0
2912105,21,14,married,rented,no,Petroleum_Engineer,Aurangabad,Maharashtra,5,12,0
2460413,61,15,single,rented,no,Technical_writer,Dhule,Maharashtra,6,12,0
9623591,49,8,single,owned,no,Artist,Singrauli,Madhya_Pradesh,8,14,0
1088718,60,5,single,rented,yes,Surveyor,Tezpur,Assam,5,10,0
2400228,24,1,single,rented,yes,Technology_specialist,Bhiwani,Haryana,1,12,0
7932170,66,4,single,rented,no,Civil_servant,Navi_Mumbai,Maharashtra,4,12,0
4496905,54,11,single,norent_noown,no,Engineer,Dibrugarh,Assam,11,11,0
8804178,21,7,single,rented,yes,Physician,Secunderabad,Telangana,7,10,0
296613,23,3,single,rented,yes,Designer,Miryalaguda,Telangana,3,13,0
2711008,50,1,single,norent_noown,no,Computer_hardware_engineer,Muzaffarpur,Bihar,1,12,0
8451255,79,13,single,rented,no,Computer_hardware_engineer,Ujjain,Madhya_Pradesh,5,14,0
7238880,29,7,single,rented,no,Computer_operator,Karnal,Haryana,7,10,0
6537793,33,5,single,rented,no,Chartered_Accountant,Alwar,Rajasthan,5,10,0
4668470,67,13,single,owned,no,Army_officer,Kamarhati,West_Bengal,9,10,0
7133793,66,1,single,rented,yes,Technology_specialist,Satara,Maharashtra,1,10,0
4795246,50,16,married,rented,yes,Technician,Mathura,Uttar_Pradesh,3,11,0
361363,45,0,single,rented,no,Computer_operator,Parbhani,Maharashtra,0,10,0
4281675,65,15,single,rented,no,Mechanical_engineer,Loni,Uttar_Pradesh,6,11,0
5697725,46,0,single,rented,no,Surveyor,Burhanpur,Madhya_Pradesh,0,11,0
3984296,50,4,single,rented,yes,Graphic_Designer,Jamnagar,Gujarat,4,14,0
7257940,37,17,single,rented,no,Design_Engineer,Kanpur,Uttar_Pradesh,7,10,0
6165156,28,7,married,owned,no,Chef,Farrukhabad,Uttar_Pradesh,7,13,0
4894771,21,12,single,rented,no,Magistrate,Haridwar,Uttarakhand,11,11,0
6001312,70,4,single,rented,yes,Statistician,Imphal,Manipur,4,11,0
7075033,21,1,single,rented,no,Technician,Malegaon,Maharashtra,1,12,0
3498735,38,3,single,rented,yes,Technician,New_Delhi,Delhi,3,14,0
6104859,47,12,single,rented,yes,Surgeon,Phagwara,Punjab,12,11,0
8446445,36,6,single,rented,no,Chemical_engineer,Bhilai,Chhattisgarh,6,10,0
690298,27,4,single,rented,no,Chef,Rajkot,Gujarat,4,12,0
519314,35,19,married,rented,no,Drafter,Haldia,West_Bengal,5,11,0
9344382,38,14,single,rented,yes,Secretary,Khandwa,Madhya_Pradesh,12,14,0
4010697,31,2,single,rented,no,Police_officer,Berhampur,Odisha,2,10,0
2587414,59,19,single,rented,no,Petroleum_Engineer,Howrah,West_Bengal,5,14,0
7009156,36,20,married,rented,no,Aviator,Pallavaram,Tamil_Nadu,10,12,0
3508614,32,11,single,rented,no,Economist,Jhansi,Uttar_Pradesh,8,13,0
7023630,22,10,married,rented,no,Librarian,Dehri[30],Bihar,4,11,0
1109071,57,20,single,rented,yes,Magistrate,Machilipatnam,Andhra_Pradesh,3,14,0
7357515,50,13,single,rented,yes,Fashion_Designer,Bhopal,Madhya_Pradesh,7,14,0
624985,47,11,single,rented,no,Software_Developer,Varanasi,Uttar_Pradesh,6,11,0
9292538,56,5,single,rented,no,Scientist,Dibrugarh,Assam,3,13,0
9800971,62,14,single,rented,no,Aviator,Jorhat,Assam,3,13,0
8325446,58,1,single,rented,yes,Statistician,Bhavnagar,Gujarat,1,13,0
2592278,43,12,single,rented,yes,Politician,Pudukkottai,Tamil_Nadu,3,12,0
4098399,79,15,single,rented,no,Computer_hardware_engineer,Aurangabad,Maharashtra,10,12,0
361363,45,0,single,rented,no,Computer_operator,Parbhani,Maharashtra,0,10,0
6245331,65,6,single,rented,no,Financial_Analyst,Eluru[25],Andhra_Pradesh,6,12,0
531824,33,1,single,rented,yes,Design_Engineer,Gangtok,Sikkim,1,14,0
702863,77,10,single,rented,no,Civil_engineer,Orai,Uttar_Pradesh,9,14,0
5093443,56,2,single,rented,no,Architect,Hyderabad,Telangana,2,14,0
2773533,26,6,single,rented,no,Chemical_engineer,Belgaum,Karnataka,3,12,0
8854555,78,1,single,rented,no,Scientist,Proddatur,Andhra_Pradesh,1,13,0
975686,37,12,single,rented,no,Hotel_Manager,Ballia,Uttar_Pradesh,12,13,0
9737452,41,1,married,rented,no,Graphic_Designer,Agartala,Tripura,1,12,0
8288147,32,20,single,rented,no,Financial_Analyst,Gandhinagar,Gujarat,3,13,0
7962325,61,17,single,rented,no,Surveyor,Bhopal,Madhya_Pradesh,12,12,0
7713626,47,0,single,norent_noown,yes,Designer,Sikar,Rajasthan,0,12,0
2725660,32,7,single,rented,no,Army_officer,Malegaon,Maharashtra,7,10,0
8560780,35,0,single,rented,yes,Chemical_engineer,Bhopal,Madhya_Pradesh,0,13,0
1604000,27,8,single,rented,no,Microbiologist,Tiruvottiyur,Tamil_Nadu,6,12,0
9297948,33,11,single,rented,yes,Technician,Aurangabad[39],Bihar,8,11,0
6106749,43,9,single,rented,no,Physician,Pallavaram,Tamil_Nadu,9,13,0
6738823,26,10,single,rented,no,Web_designer,Kishanganj[35],Bihar,8,14,0
7134812,72,16,single,rented,no,Statistician,Bidhannagar,West_Bengal,4,14,0
9362365,23,19,single,rented,yes,Firefighter,Srikakulam,Andhra_Pradesh,11,13,0
6997215,39,9,single,owned,no,Chemical_engineer,Secunderabad,Telangana,4,14,0
9157379,72,13,single,rented,yes,Design_Engineer,Ajmer,Rajasthan,9,10,0
6816226,43,13,single,rented,yes,Drafter,Mumbai,Maharashtra,4,13,0
3479282,31,14,single,owned,no,Mechanical_engineer,Buxar[37],Bihar,12,12,0
260350,29,15,single,rented,no,Economist,Dindigul,Tamil_Nadu,11,10,0
6373780,21,16,single,rented,no,Army_officer,Saharanpur,Uttar_Pradesh,4,14,0
6535026,79,18,single,rented,no,Design_Engineer,Farrukhabad,Uttar_Pradesh,12,11,0
9046485,63,3,single,rented,yes,Statistician,Unnao,Uttar_Pradesh,3,12,0
8382400,76,18,single,rented,yes,Industrial_Engineer,Visakhapatnam[4],Andhra_Pradesh,4,13,0
3734978,64,0,single,rented,no,Comedian,Silchar,Assam,0,13,0
447434,23,11,single,rented,no,Microbiologist,Cuttack,Odisha,11,12,0
8996089,71,5,single,rented,no,Librarian,Bhilai,Chhattisgarh,5,12,0
3521091,54,5,married,rented,no,Mechanical_engineer,Kadapa[23],Andhra_Pradesh,5,14,0
4503934,57,17,single,rented,no,Petroleum_Engineer,Moradabad,Uttar_Pradesh,5,14,0
2090531,71,7,married,rented,no,Microbiologist,Aligarh,Uttar_Pradesh,3,12,0
3555635,63,3,single,rented,yes,Technician,Solapur,Maharashtra,3,12,0
7693539,71,6,single,rented,no,Computer_hardware_engineer,Giridih,Jharkhand,5,11,0
1108189,41,6,single,rented,no,Artist,Kulti,West_Bengal,6,10,0
8849982,71,10,single,rented,yes,Surgeon,Tenali,Andhra_Pradesh,10,13,0
7098940,60,5,single,rented,yes,Librarian,Aligarh,Uttar_Pradesh,5,11,0
3209350,57,5,single,rented,yes,Chef,Bellary,Karnataka,5,13,0
6666406,79,4,single,rented,no,Graphic_Designer,Rohtak,Haryana,4,12,0
3727264,30,15,single,owned,no,Civil_engineer,Kirari_Suleman_Nagar,Delhi,10,10,0
288303,47,3,single,rented,yes,Librarian,Korba,Chhattisgarh,3,10,0
4281870,53,1,married,rented,no,Aviator,Bhiwani,Haryana,1,12,0
9558008,49,1,single,rented,no,Physician,Bhind,Madhya_Pradesh,1,11,0
8553248,74,0,married,rented,yes,Statistician,Bhilwara,Rajasthan,0,14,0
5608277,77,20,single,rented,yes,Technician,Pudukkottai,Tamil_Nadu,5,13,0
7990740,62,0,single,rented,no,Surgeon,Unnao,Uttar_Pradesh,0,12,0
7257927,75,18,single,rented,no,Chef,Silchar,Assam,10,13,0
3071743,59,16,single,norent_noown,yes,Magistrate,Srinagar,Jammu_and_Kashmir,10,14,0
5959009,50,10,single,rented,no,Computer_hardware_engineer,Rajahmundry[19][20],Andhra_Pradesh,7,10,0
7720372,72,6,single,rented,yes,Physician,Mira-Bhayandar,Maharashtra,6,11,0
3354920,51,12,single,rented,yes,Computer_hardware_engineer,Vadodara,Gujarat,4,11,0
1052130,29,16,single,rented,no,Police_officer,Jehanabad[38],Bihar,3,14,0
7239452,62,18,single,rented,yes,Civil_servant,Proddatur,Andhra_Pradesh,5,13,0
6885928,79,15,married,rented,no,Air_traffic_controller,Madhyamgram,West_Bengal,13,13,0
7470480,26,0,single,rented,no,Librarian,Kadapa[23],Andhra_Pradesh,0,14,0
5775285,57,6,single,rented,no,Civil_servant,Orai,Uttar_Pradesh,6,10,0
1412296,50,17,single,rented,yes,Mechanical_engineer,Machilipatnam,Andhra_Pradesh,14,10,0
4728760,38,6,single,rented,no,Aviator,Eluru[25],Andhra_Pradesh,3,12,0
2926684,35,1,single,rented,yes,Engineer,Kolhapur,Maharashtra,1,11,0
5304808,53,4,single,norent_noown,no,Graphic_Designer,Madanapalle,Andhra_Pradesh,4,14,0
4531094,41,6,single,rented,no,Magistrate,Unnao,Uttar_Pradesh,6,13,0
7304082,27,14,single,rented,no,Air_traffic_controller,Raebareli,Uttar_Pradesh,8,12,0
1406166,56,8,single,rented,yes,Physician,Ratlam,Madhya_Pradesh,8,13,0
9192416,77,20,single,rented,no,Surgeon,Satna,Madhya_Pradesh,10,10,0
2949086,42,1,single,rented,no,Chartered_Accountant,Gopalpur,West_Bengal,1,10,0
8911849,46,9,single,rented,no,Dentist,Solapur,Maharashtra,9,10,0
5835425,22,8,married,rented,no,Petroleum_Engineer,Shivpuri,Madhya_Pradesh,8,13,0
2833907,61,11,married,rented,no,Librarian,Karimnagar,Telangana,6,12,0
28561,63,13,single,rented,yes,Scientist,Ranchi,Jharkhand,13,12,0
5623318,31,13,single,rented,yes,Fashion_Designer,Thane,Maharashtra,13,11,0
96682,52,16,married,rented,no,Petroleum_Engineer,Mehsana,Gujarat,11,12,0
4581003,33,14,single,rented,no,Firefighter,Mirzapur,Uttar_Pradesh,4,13,0
8791008,31,20,single,rented,no,Psychologist,Cuttack,Odisha,9,11,0
5623739,75,19,single,rented,no,Computer_operator,Pallavaram,Tamil_Nadu,9,12,0
3102332,21,12,single,rented,no,Psychologist,Firozabad,Uttar_Pradesh,12,14,0
8087598,44,18,single,rented,no,Chef,Noida,Uttar_Pradesh,14,11,0
1500230,33,1,single,rented,yes,Designer,Farrukhabad,Uttar_Pradesh,1,13,0
5393575,22,1,single,rented,yes,Firefighter,Motihari[34],Bihar,1,13,0
2013414,55,13,single,rented,yes,Chef,Jaipur,Rajasthan,11,14,0
275699,78,7,single,rented,no,Graphic_Designer,Pondicherry,Puducherry,7,13,0
2002516,76,19,single,rented,yes,Aviator,Phusro,Jharkhand,9,11,0
8576968,35,18,single,rented,no,Drafter,Ambattur,Tamil_Nadu,5,12,0
8803350,26,6,single,rented,no,Economist,Tiruvottiyur,Tamil_Nadu,5,10,0
5002101,37,6,single,rented,yes,Biomedical_Engineer,Shivpuri,Madhya_Pradesh,6,14,0
2873313,29,17,single,norent_noown,no,Chemical_engineer,Ludhiana,Punjab,7,13,0
6025645,31,6,single,rented,yes,Web_designer,Erode[17],Tamil_Nadu,3,13,0
187967,25,5,single,rented,yes,Lawyer,Bijapur,Karnataka,5,14,0
5001124,46,11,single,owned,yes,Analyst,Hazaribagh,Jharkhand,11,11,0
4813985,21,8,single,rented,no,Technical_writer,Tadipatri,Andhra_Pradesh,8,10,0
7037934,53,17,married,rented,no,Scientist,Barasat,West_Bengal,7,12,0
385066,53,1,single,rented,no,Drafter,Bidar,Karnataka,1,11,0
4250194,28,9,single,rented,no,Statistician,Ramagundam[27],Telangana,8,13,0
2143141,35,0,single,rented,no,Mechanical_engineer,Maheshtala,West_Bengal,0,14,0
5307708,67,17,single,rented,no,Geologist,Arrah,Bihar,4,13,0
9718890,56,13,single,norent_noown,no,Chef,Proddatur,Andhra_Pradesh,8,14,0
5452246,23,7,single,rented,yes,Surgeon,Panvel,Maharashtra,6,14,0
5004938,64,19,single,rented,no,Microbiologist,Firozabad,Uttar_Pradesh,5,10,0
2264409,48,13,single,rented,no,Engineer,Karimnagar,Telangana,13,13,0
4723808,35,0,single,rented,no,Comedian,Erode[17],Tamil_Nadu,0,13,0
1927409,73,15,married,rented,no,Civil_servant,Anantapuram[24],Andhra_Pradesh,4,12,0
8185445,55,5,single,rented,no,Army_officer,Ahmedabad,Gujarat,5,14,0
9842635,60,7,married,owned,yes,Politician,Malda,West_Bengal,7,11,0
6800738,75,16,single,rented,no,Civil_engineer,Unnao,Uttar_Pradesh,4,12,0
9976498,69,12,single,rented,no,Drafter,Guna,Madhya_Pradesh,12,10,0
8097242,43,1,single,owned,yes,Fashion_Designer,Asansol,West_Bengal,1,10,0
5037199,77,14,single,rented,no,Web_designer,Ulhasnagar,Maharashtra,7,13,0
3856938,40,15,single,rented,no,Industrial_Engineer,Nellore[14][15],Andhra_Pradesh,10,14,0
1441334,77,20,single,rented,no,Engineer,Nagaon,Assam,12,12,0
4938334,73,13,single,rented,yes,Secretary,Kolkata,West_Bengal,9,10,0
642878,69,9,single,owned,no,Lawyer,Rewa,Madhya_Pradesh,9,14,0
7730239,55,16,single,rented,yes,Technical_writer,Thane,Maharashtra,3,12,0
8669868,63,10,single,rented,no,Surgeon,Kozhikode,Kerala,6,11,0
3582731,54,2,single,rented,no,Magistrate,Haridwar,Uttarakhand,2,14,0
422892,59,7,single,rented,yes,Biomedical_Engineer,Satara,Maharashtra,7,10,0
624985,47,11,single,rented,no,Software_Developer,Varanasi,Uttar_Pradesh,6,11,0
808476,36,1,single,rented,no,Biomedical_Engineer,Deoghar,Jharkhand,1,13,0
3143181,78,3,single,rented,no,Drafter,Visakhapatnam[4],Andhra_Pradesh,3,10,0
4295693,52,13,single,rented,no,Graphic_Designer,Deoghar,Jharkhand,6,13,0
983168,69,15,single,rented,yes,Physician,North_Dumdum,West_Bengal,8,11,0
6474681,31,6,single,rented,no,Civil_engineer,Mumbai,Maharashtra,6,10,0
6518572,76,17,single,owned,yes,Technology_specialist,Saharsa[29],Bihar,14,12,0
848556,70,6,single,rented,yes,Hotel_Manager,New_Delhi,Delhi,6,10,0
5273020,29,1,married,rented,no,Economist,Orai,Uttar_Pradesh,1,14,0
7220808,71,1,single,rented,no,Financial_Analyst,Belgaum,Karnataka,1,10,0
5991825,58,17,single,rented,no,Surveyor,Warangal[11][12],Telangana,3,10,0
1752625,41,8,single,rented,no,Artist,Fatehpur,Uttar_Pradesh,3,10,0
750679,73,6,single,owned,no,Web_designer,Pimpri-Chinchwad,Maharashtra,5,13,0
6851394,48,16,single,rented,no,Design_Engineer,Phagwara,Punjab,10,14,0
8886565,68,14,single,rented,no,Industrial_Engineer,Dhule,Maharashtra,5,14,0
8714337,53,1,single,rented,no,Psychologist,Rewa,Madhya_Pradesh,1,11,0
5388842,79,4,single,rented,no,Official,Satna,Madhya_Pradesh,4,12,0
329515,50,10,single,rented,no,Computer_hardware_engineer,Dharmavaram,Andhra_Pradesh,4,11,0
2823506,50,12,single,rented,no,Hotel_Manager,Vijayanagaram,Andhra_Pradesh,12,12,0
6491605,24,15,single,rented,no,Police_officer,Nizamabad,Telangana,14,12,0
9567002,35,4,single,rented,yes,Analyst,Jamshedpur,Jharkhand,3,11,0
488193,71,18,single,rented,no,Economist,Guna,Madhya_Pradesh,8,10,0
6106749,43,9,single,rented,no,Physician,Pallavaram,Tamil_Nadu,9,13,0
1405890,34,2,single,owned,no,Graphic_Designer,"Khora,_Ghaziabad",Uttar_Pradesh,2,12,0
5768112,52,3,single,owned,no,Physician,Karawal_Nagar,Delhi,3,11,0
1951248,40,12,single,rented,no,Chemical_engineer,Ratlam,Madhya_Pradesh,12,14,0
814828,72,2,single,rented,no,Lawyer,Madhyamgram,West_Bengal,2,11,0
3775604,46,11,single,rented,no,Surgeon,Proddatur,Andhra_Pradesh,5,11,0
3227716,71,10,single,rented,yes,Analyst,Kochi,Kerala,10,13,0
2955958,35,17,single,rented,yes,Computer_operator,Amravati,Maharashtra,7,11,0
3879782,75,8,single,rented,no,Fashion_Designer,Ongole,Andhra_Pradesh,8,14,0
6730834,33,20,single,rented,no,Design_Engineer,Katihar,Bihar,12,13,0
4142958,60,2,single,rented,no,Surveyor,Erode[17],Tamil_Nadu,2,11,0
8631245,29,10,single,rented,yes,Mechanical_engineer,Jamalpur[36],Bihar,8,14,0
3023559,65,16,married,rented,yes,Psychologist,Proddatur,Andhra_Pradesh,8,10,0
8909885,22,3,married,rented,yes,Computer_operator,Darbhanga,Bihar,3,11,0
4674975,38,13,single,rented,yes,Petroleum_Engineer,Bhilai,Chhattisgarh,12,10,0
2192899,45,12,single,rented,no,Drafter,Giridih,Jharkhand,6,10,0
7184259,40,13,single,rented,no,Aviator,Pimpri-Chinchwad,Maharashtra,3,13,0
6152081,66,8,single,rented,no,Technology_specialist,Kanpur,Uttar_Pradesh,3,12,0
6501716,37,5,single,rented,no,Civil_servant,Nagpur,Maharashtra,5,13,0
4813985,21,8,single,rented,no,Technical_writer,Tadipatri,Andhra_Pradesh,8,10,0
2493424,38,9,married,rented,no,Drafter,Nagpur,Maharashtra,9,13,0
9286980,39,10,single,rented,no,Computer_hardware_engineer,Mysore[7][8][9],Karnataka,8,11,0
6978698,32,4,single,rented,no,Software_Developer,Ratlam,Madhya_Pradesh,4,13,0
2162328,52,7,single,rented,no,Army_officer,Bahraich,Uttar_Pradesh,7,12,0
5377559,37,1,single,rented,no,Comedian,Durg,Chhattisgarh,1,11,0
4417876,79,8,single,rented,no,Technician,Kochi,Kerala,8,13,0
5809456,72,16,single,rented,yes,Comedian,Medininagar,Jharkhand,4,10,0
6735205,26,17,married,rented,no,Surveyor,Tirunelveli,Tamil_Nadu,5,13,0
704775,33,8,single,rented,no,Army_officer,Saharanpur,Uttar_Pradesh,4,14,0
8215558,43,1,single,rented,yes,Surveyor,Dindigul,Tamil_Nadu,1,13,0
9834012,50,7,single,rented,no,Dentist,Kozhikode,Kerala,4,14,0
2302129,25,0,single,owned,no,Analyst,Junagadh,Gujarat,0,13,0
1759925,47,18,single,owned,no,Comedian,Katni,Madhya_Pradesh,7,14,0
2256811,77,4,single,rented,yes,Chemical_engineer,Ahmednagar,Maharashtra,4,14,0
7895335,34,17,single,rented,no,Computer_operator,Bulandshahr,Uttar_Pradesh,5,11,0
5823407,68,8,single,rented,no,Analyst,Howrah,West_Bengal,8,14,0
5623739,75,19,single,rented,no,Computer_operator,Pallavaram,Tamil_Nadu,9,12,0
4915233,76,5,single,rented,no,Designer,South_Dumdum,West_Bengal,3,11,0
3012901,41,8,single,rented,yes,Civil_servant,Gudivada,Andhra_Pradesh,8,10,0
1784853,64,20,married,rented,yes,Designer,Bhalswa_Jahangir_Pur,Delhi,5,14,0
74087,69,15,single,rented,yes,Artist,Malda,West_Bengal,8,14,0
2592581,62,20,single,rented,yes,Aviator,Jalna,Maharashtra,14,10,0
2826092,36,15,single,rented,no,Physician,Mehsana,Gujarat,11,10,0
8162332,74,9,single,rented,no,Industrial_Engineer,Durgapur,West_Bengal,6,10,0
5161711,52,0,married,rented,no,Surgeon,Munger,Bihar,0,12,0
9192416,77,20,single,rented,no,Surgeon,Satna,Madhya_Pradesh,10,10,0
1681428,78,6,single,rented,no,Flight_attendant,Pali,Rajasthan,3,11,0
968346,54,7,single,norent_noown,no,Analyst,Danapur,Bihar,7,10,0
5023035,26,10,single,rented,yes,Petroleum_Engineer,Madurai,Tamil_Nadu,9,13,0
9368198,79,17,single,rented,yes,Technician,Visakhapatnam[4],Andhra_Pradesh,11,11,0
2470390,48,14,single,rented,yes,Scientist,Dharmavaram,Andhra_Pradesh,12,10,0
5160409,31,10,single,rented,yes,Economist,Pallavaram,Tamil_Nadu,3,13,0
9046485,63,3,single,rented,yes,Statistician,Unnao,Uttar_Pradesh,3,12,0
9335602,49,17,single,rented,no,Air_traffic_controller,Bhopal,Madhya_Pradesh,8,11,0
1659617,23,10,single,rented,no,Firefighter,Bareilly,Uttar_Pradesh,10,13,0
4297196,37,4,married,rented,yes,Chemical_engineer,Maheshtala,West_Bengal,4,11,0
2827715,23,1,single,rented,no,Chartered_Accountant,Indore,Madhya_Pradesh,1,14,0
2544949,39,15,single,rented,no,Computer_hardware_engineer,Amravati,Maharashtra,10,13,0
9350545,48,16,single,rented,no,Lawyer,Ambarnath,Maharashtra,12,14,0
380649,64,8,single,owned,yes,Chemical_engineer,Ujjain,Madhya_Pradesh,7,10,0
5127014,76,0,married,rented,no,Mechanical_engineer,Ulhasnagar,Maharashtra,0,13,0
3829485,32,2,single,rented,no,Civil_engineer,Ozhukarai,Puducherry,2,12,0
7430695,59,8,single,rented,no,Chef,Malda,West_Bengal,8,10,0
3327853,51,10,single,rented,yes,Drafter,Rewa,Madhya_Pradesh,3,12,0
6129844,62,17,single,rented,no,Dentist,Giridih,Jharkhand,4,12,0
7263684,64,8,single,rented,no,Computer_operator,Arrah,Bihar,5,12,0
5951973,41,9,single,rented,no,Industrial_Engineer,Ambarnath,Maharashtra,9,11,0
2530244,47,1,single,rented,no,Designer,Ambarnath,Maharashtra,1,13,0
8368330,21,20,single,rented,yes,Surveyor,Durg,Chhattisgarh,5,14,0
3796471,29,1,single,rented,no,Aviator,Bhopal,Madhya_Pradesh,1,10,0
499939,25,17,married,rented,yes,Chef,Bareilly,Uttar_Pradesh,9,14,0
3392005,61,11,single,rented,no,Petroleum_Engineer,Amroha,Uttar_Pradesh,6,13,0
8881776,49,13,single,rented,no,Architect,Berhampur,Odisha,13,12,0
3890846,58,16,married,rented,yes,Police_officer,Guntur[13],Andhra_Pradesh,4,11,0
9516616,51,0,single,rented,no,Designer,Durgapur,West_Bengal,0,12,0
997838,62,5,single,rented,no,Computer_operator,Junagadh,Gujarat,3,13,0
9361569,64,9,single,rented,no,Artist,Tirupati[21][22],Andhra_Pradesh,9,10,0
133768,50,20,single,rented,no,Lawyer,Chandrapur,Maharashtra,10,12,0
279241,41,0,single,rented,yes,Physician,Thiruvananthapuram,Kerala,0,14,0
555482,32,12,single,rented,no,Chartered_Accountant,Gorakhpur,Uttar_Pradesh,9,11,0
2607516,76,5,single,rented,yes,Analyst,Nanded,Maharashtra,5,11,0
4523349,28,2,single,rented,yes,Technical_writer,Ahmedabad,Gujarat,2,12,0
8160444,30,19,single,rented,no,Aviator,Korba,Chhattisgarh,10,12,0
5726991,78,8,single,rented,no,Scientist,Kamarhati,West_Bengal,8,10,0
6487755,78,12,married,owned,no,Consultant,Ghaziabad,Uttar_Pradesh,6,11,0
9027530,71,13,single,rented,yes,Web_designer,Chandrapur,Maharashtra,6,10,0
3040483,33,7,single,rented,yes,Surgeon,Haridwar,Uttarakhand,7,11,0
9641617,61,6,single,rented,no,Air_traffic_controller,Ramgarh,Jharkhand,6,10,0
715648,33,0,single,rented,no,Psychologist,Visakhapatnam[4],Andhra_Pradesh,0,12,0
5959009,50,10,single,rented,no,Computer_hardware_engineer,Rajahmundry[19][20],Andhra_Pradesh,7,10,0
4850381,69,6,single,rented,no,Web_designer,Hosur,Tamil_Nadu,6,11,0
3969409,68,20,single,rented,yes,Flight_attendant,Bhopal,Madhya_Pradesh,3,11,0
658601,59,3,single,rented,yes,Army_officer,Jalgaon,Maharashtra,3,14,0
109949,25,1,single,rented,no,Chemical_engineer,Bhilwara,Rajasthan,1,12,0
2363748,36,13,married,rented,no,Surgeon,Bhind,Madhya_Pradesh,7,10,0
7743419,71,15,single,rented,no,Scientist,Nangloi_Jat,Delhi,14,14,0
8044334,50,18,single,rented,no,Biomedical_Engineer,North_Dumdum,West_Bengal,6,10,0
6131551,21,10,married,rented,yes,Graphic_Designer,South_Dumdum,West_Bengal,9,14,0
3412567,28,13,married,rented,no,Computer_hardware_engineer,Chandrapur,Maharashtra,5,10,0
5890358,43,4,single,rented,no,Magistrate,Thiruvananthapuram,Kerala,4,13,0
5636495,57,17,single,rented,no,Comedian,Adoni,Andhra_Pradesh,10,12,0
900174,61,17,single,rented,no,Chemical_engineer,Kurnool[18],Andhra_Pradesh,13,14,0
1393491,71,13,married,rented,no,Technical_writer,Agra,Uttar_Pradesh,9,13,0
3071743,59,16,single,norent_noown,yes,Magistrate,Srinagar,Jammu_and_Kashmir,10,14,0
1351218,57,0,single,rented,yes,Politician,Pimpri-Chinchwad,Maharashtra,0,12,0
9931632,51,4,married,rented,no,Scientist,Ozhukarai,Puducherry,4,12,0
4754357,25,0,single,rented,no,Lawyer,Pondicherry,Puducherry,0,12,0
9413959,43,2,single,rented,yes,Scientist,Gangtok,Sikkim,2,12,0
3465762,55,13,single,rented,no,Psychologist,Khandwa,Madhya_Pradesh,7,10,0
